Genre,Name,Platform,Publisher,Year,EU Sales,Global Sales,JP Sales,NA Sales,Other Sales,Rank
Racing,Starwinder: The Ultimate Space Race,PS,Mindscape,1996,0.02,0.06,0,0.03,0,12766
Racing,Speed Racer,PS,Tomy Corporation,1996,0.02,0.07,0,0.04,0,12242
Racing,Burning Road,PS,FunSoft,1996,0.05,0.12,0,0.07,0.01,9845
Racing,Street Racer,PS,Ubisoft,1996,0.06,0.16,0,0.09,0.01,8686
Racing,WipEout XL,PS,Psygnosis,1996,0.1,0.25,0,0.14,0.02,6657
Racing,Tokyo Highway Battle,PS,Jaleco,1996,0.04,0.33,0.21,0.06,0.02,5447
Racing,Penny Racers,PS,Sony Computer Entertainment,1996,0,0.25,0.23,0,0.02,6700
Racing,NASCAR Racing,PS,Pioneer LDC,1996,0.16,0.41,0,0.23,0.03,4718
Racing,NASCAR 98,PS,Electronic Arts,1996,0.05,1.52,0,1.43,0.04,1234
Racing,Andretti Racing,PS,Electronic Arts,1996,0.29,0.77,0,0.43,0.05,2663
Racing,Formula 1,PS,Psygnosis,1996,0.12,0.76,0.42,0.18,0.05,2689
Racing,Destruction Derby 2,PS,Psygnosis,1996,0.44,1.17,0,0.65,0.08,1737
Racing,Rage Racer,PS,Sony Computer Entertainment,1996,0.11,1.17,0.83,0.16,0.08,1734
Racing,TNN Motor Sports Hardcore 4x4,PS,ASC Games,1996,0.5,1.31,0,0.73,0.09,1501
Racing,Bugriders: The Race of Kings,PS,GT Interactive,1997,0.01,0.02,0,0.01,0,14998
Racing,Peak Performance,PS,JVC,1997,0.01,0.03,0,0.02,0,14455
Racing,Ray Tracers,PS,Sony Computer Entertainment,1997,0.02,0.06,0,0.04,0,12303
Racing,Mega Man: Battle & Chase,PS,Capcom,1997,0,0.07,0.06,0,0,12176
Racing,Running Wild,PS,989 Studios,1997,0.03,0.09,0,0.05,0.01,10984
Racing,Porsche Challenge,PS,Sony Computer Entertainment,1997,0.03,0.09,0,0.05,0.01,11060
Racing,Felony 11-79,PS,ASCII Entertainment,1997,0.04,0.11,0,0.06,0.01,10259
Racing,Micro Machines V3,PS,Codemasters,1997,0.04,0.1,0,0.06,0.01,10677
Racing,Thunder Truck Rally,PS,Psygnosis,1997,0.05,0.14,0,0.08,0.01,9033
Racing,Bravo Air Race,PS,THQ,1997,0.05,0.14,0,0.08,0.01,9132
Racing,Turbo Prop Racing,PS,Sony Computer Entertainment,1997,0.06,0.15,0,0.08,0.01,8968
Racing,Courier Crisis,PS,BMG Interactive Entertainment,1997,0.06,0.15,0,0.09,0.01,8720
Racing,VMX Racing,PS,Playmates,1997,0.11,0.28,0,0.16,0.02,6112
Racing,Cart World Series,PS,Sony Computer Entertainment,1997,0.11,0.3,0,0.17,0.02,5859
Racing,Rally Cross,PS,Sony Computer Entertainment,1997,0.12,0.32,0,0.18,0.02,5639
Racing,Choro Q2,PS,Takara,1997,0,0.25,0.23,0,0.02,6757
Racing,Formula 1 Championship Edition,PS,Psygnosis,1997,0.04,0.36,0.23,0.06,0.02,5263
Racing,San Francisco Rush: Extreme Racing,PS,GT Interactive,1997,0.15,0.38,0,0.21,0.03,4986
Racing,Test Drive 5,PS,Accolade,1997,0.2,1.3,0,1.05,0.05,1522
Racing,Moto Racer 2,PS,Electronic Arts,1997,0.26,0.69,0,0.39,0.05,2950
Racing,Moto Racer,PS,Electronic Arts,1997,0.3,0.8,0,0.45,0.05,2570
Racing,Need for Speed: V-Rally,PS,Infogrames,1997,0.29,0.87,0.09,0.43,0.06,2386
Racing,Test Drive: Off Road,PS,Eidos Interactive,1997,0.44,1.16,0,0.65,0.08,1756
Racing,Test Drive 4,PS,Electronic Arts,1997,0.46,1.21,0,0.67,0.08,1665
Racing,Bomberman Fantasy Race,PS,Virgin Interactive,1998,0.01,0.02,0,0.01,0,14993
Racing,MotorHead,PS,Gremlin Interactive Ltd,1998,0.01,0.03,0,0.02,0,14434
Racing,Circuit Breakers,PS,Mindscape,1998,0.03,0.07,0,0.04,0,12035
Racing,Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,Jaleco,1998,0,0.05,0.05,0,0,13081
Racing,Choro Q Marine: Q Boat,PS,Takara,1998,0,0.06,0.05,0,0,12781
Racing,Wreckin Crew,PS,Telstar,1998,0.03,0.08,0,0.05,0.01,11282
Racing,S.C.A.R.S,PS,Ubisoft,1998,0.03,0.08,0,0.05,0.01,11300
Racing,Crime Killer,PS,Interplay,1998,0.04,0.12,0,0.07,0.01,9914
Racing,Castrol Honda Superbike Racing,PS,THQ,1998,0.05,0.13,0,0.07,0.01,9397
Racing,Streak: Hoverboard Racing,PS,GT Interactive,1998,0.06,0.15,0,0.09,0.01,8775
Racing,N2O: Nitrous Oxide,PS,Gremlin Interactive Ltd,1998,0.06,0.16,0,0.09,0.01,8524
Racing,Re-Volt,PS,Acclaim Entertainment,1998,0.07,0.19,0,0.11,0.01,7797
Racing,Speed Punks,PS,Sony Computer Entertainment,1998,0.08,0.2,0,0.11,0.01,7605
Racing,Option Tuning Car Battle,PS,MTO,1998,0,0.1,0.09,0,0.01,10746
Racing,Winning Post 3,PS,Tecmo Koei,1998,0,0.15,0.14,0,0.01,8724
Racing,Demolition Racer,PS,Infogrames,1998,0.12,0.31,0,0.17,0.02,5784
Racing,Rally Cross 2,PS,989 Studios,1998,0.13,0.35,0,0.19,0.02,5336
Racing,South Park Rally,PS,Acclaim Entertainment,1998,0.13,0.36,0,0.2,0.02,5253
Racing,Rogue Trip: Vacation 2012,PS,GT Interactive,1998,0.14,0.38,0,0.21,0.02,5049
Racing,Choro Q3,PS,Takara,1998,0,0.26,0.24,0,0.02,6577
Racing,Jeremy McGrath Supercross 98,PS,Acclaim Entertainment,1998,0.1,1.04,0,0.91,0.03,2004
Racing,JGTC: All-Japan Grand Touring Car Championship,PS,TYO,1998,0.16,0.42,0,0.23,0.03,4614
Racing,Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,PS,Human Entertainment,1998,0,0.38,0.36,0,0.03,4988
Racing,NASCAR 99,PS,Electronic Arts,1998,0.04,1.52,0,1.45,0.04,1237
Racing,Road Rash 3D,PS,Electronic Arts,1998,0.16,1.25,0,1.05,0.04,1598
Racing,Championship Motocross featuring Ricky Carmichael,PS,THQ,1998,0.22,0.58,0,0.32,0.04,3482
Racing,Vigilante 8,PS,Activision,1998,0.47,1.23,0,0.68,0.08,1624
Racing,Sled Storm,PS,Electronic Arts,1998,0.61,1.62,0,0.9,0.11,1140
Racing,TOCA 2: Touring Cars,PS,Codemasters,1998,1.16,1.32,0.02,0.03,0.11,1491
Racing,Renegade Racers,PS,Interplay,1999,0.01,0.03,0,0.01,0,14818
Racing,Killer Loop,PS,Crave Entertainment,1999,0.02,0.06,0,0.03,0,12537
Racing,Test Drive Le Mans,PS,Infogrames,1999,0.02,0.05,0,0.03,0,13384
Racing,Woody Woodpecker Racing,PS,Konami Digital Entertainment,1999,0.04,0.11,0,0.06,0.01,10376
Racing,Tyco RC: Assault with a Battery,PS,Syscom,1999,0.04,0.11,0,0.06,0.01,10258
Racing,Muppet RaceMania,PS,Sony Computer Entertainment,1999,0.06,0.15,0,0.09,0.01,8718
Racing,Sports Car GT,PS,Electronic Arts,1999,0.08,0.22,0,0.12,0.01,7289
Racing,Rollcage,PS,Psygnosis,1999,0.08,0.21,0,0.12,0.01,7448
Racing,Racing Lagoon,PS,Square,1999,0,0.16,0.15,0,0.01,8644
Racing,Superbike 2000,PS,Electronic Arts,1999,0.1,0.27,0,0.15,0.02,6378
Racing,WipEout 3,PS,Psygnosis,1999,0.13,0.34,0,0.19,0.02,5360
Racing,LEGO Racers,PS,LEGO Media,1999,0.14,0.36,0,0.2,0.02,5221
Racing,Road Rash: Jailbreak,PS,Electronic Arts,1999,0.15,0.4,0,0.22,0.03,4848
Racing,Hydro Thunder,PS,Midway Games,1999,0.17,0.46,0,0.26,0.03,4260
Racing,Vigilante 8: 2nd Offense,PS,Activision,1999,0.18,0.48,0,0.27,0.03,4122
Racing,Chocobo Racing,PS,SquareSoft,1999,0.05,0.44,0.3,0.07,0.03,4442
Racing,The Dukes of Hazzard: Racing for Home,PS,Ubisoft,1999,0.16,1.19,0,0.99,0.04,1698
Racing,Twisted Metal 4,PS,989 Studios,1999,0.16,1.28,0,1.07,0.04,1548
Racing,Test Drive 6,PS,Atari,1999,0.27,0.72,0,0.4,0.05,2838
Racing,Jet Moto 3,PS,Sony Computer Entertainment,1999,0.28,0.74,0,0.41,0.05,2785
Racing,Need for Speed: Porsche Unleashed,PS,Electronic Arts,1999,0.29,0.77,0,0.43,0.05,2672
Racing,SnoCross Championship Racing,PS,Ubisoft,1999,0.35,0.93,0,0.52,0.06,2245
Racing,Hot Wheels Turbo Racing,PS,Electronic Arts,1999,0.4,1.07,0,0.59,0.07,1938
Racing,NASCAR 2000,PS,Electronic Arts,1999,0.6,1.59,0,0.88,0.1,1169
Racing,Roadsters,PS,Titus,2000,0.01,0.03,0,0.02,0,14624
Racing,Arthur! Ready to Race,PS,The Learning Company,2000,0.02,0.05,0,0.03,0,13067
Racing,Rollcage Stage II,PS,Sony Computer Entertainment,2000,0.03,0.09,0,0.05,0.01,11189
Racing,FoxKids.com Micro Maniacs Racing,PS,Codemasters,2000,0.04,0.11,0,0.06,0.01,10314
Racing,F1 Racing Championship,PS,Video System,2000,0.04,0.11,0,0.06,0.01,10009
Racing,Mobil 1 Rally Championship,PS,Electronic Arts,2000,0.04,0.12,0,0.07,0.01,9934
Racing,Destruction Derby Raw,PS,Sony Computer Entertainment,2000,0.05,0.14,0,0.08,0.01,9126
Racing,Polaris SnoCross,PS,Vatical Entertainment,2000,0.06,0.16,0,0.09,0.01,8713
Racing,F1 2000,PS,Electronic Arts,2000,0.09,0.25,0,0.14,0.02,6735
Racing,McGrath Vs. Pastrana Freestyle Motocross,PS,Acclaim Entertainment,2000,0.1,0.26,0,0.14,0.02,6548
Racing,Looney Tunes Racing,PS,Infogrames,2000,0.11,0.29,0,0.16,0.02,6076
Racing,Moto Racer World Tour,PS,Sony Computer Entertainment,2000,0.14,0.38,0,0.21,0.02,5055
Racing,NASCAR Heat,PS,Hasbro Interactive,2000,0.15,0.39,0,0.22,0.03,4894
Racing,Star Wars: Demolition,PS,Activision,2000,0.17,0.46,0,0.25,0.03,4287
Racing,Walt Disney World Quest: Magical Racing Tour,PS,Eidos Interactive,2000,0.17,0.45,0,0.25,0.03,4399
Racing,007 Racing,PS,Electronic Arts,2000,0.2,0.53,0,0.3,0.03,3770
Racing,NASCAR Rumble,PS,Electronic Arts,2000,0.21,0.56,0,0.31,0.04,3588
Racing,Jeremy McGrath Supercross 2000,PS,Acclaim Entertainment,2000,0.27,0.71,0,0.4,0.05,2873
Racing,NASCAR 2001,PS,Electronic Arts,2000,0.31,0.81,0,0.45,0.05,2540
Racing,ATV: Quad Power Racing,PS,Acclaim Entertainment,2000,0.39,1.04,0,0.58,0.07,1996
Racing,Colin McRae Rally 2.0,PS,Codemasters,2000,0.8,0.91,0.02,0.02,0.07,2284
Racing,Ducati World Racing Challenge,PS,Acclaim Entertainment,2001,0.01,0.03,0,0.02,0,14488
Racing,Batman: Gotham City Racer,PS,Ubisoft,2001,0.02,0.05,0,0.03,0,13032
Racing,The Land Before Time: Great Valley Racing Adventure,PS,TDK Mediactive,2001,0.04,0.1,0,0.05,0.01,10727
Racing,Vanishing Point,PS,Acclaim Entertainment,2001,0.04,0.1,0,0.06,0.01,10621
Racing,Championship Motocross 2001 featuring Ricky Carmichael,PS,THQ,2001,0.05,0.14,0,0.08,0.01,9049
Racing,Toy Story Racer,PS,Activision,2001,0.06,0.15,0,0.08,0.01,8938
Racing,NickToons: Racing,PS,Hasbro Interactive,2001,0.06,0.17,0,0.09,0.01,8389
Racing,World's Scariest Police Chases,PS,Activision,2001,0.14,0.36,0,0.2,0.02,5212
Racing,NASCAR Thunder 2002,PS,Electronic Arts,2001,0.16,0.42,0,0.23,0.03,4601
Racing,Motocross Mania,PS,Take-Two Interactive,2001,0.3,0.79,0,0.44,0.05,2608
Racing,Ford Racing,PS,Empire Interactive,2001,0.33,0.86,0,0.48,0.06,2420
Racing,XS Airboat Racing,PS,XS Games,2002,0.09,0.24,0,0.13,0.02,6904
Racing,Sega Rally 2006,PS2,Unknown,,0,0.04,0.04,0,0,13872
Racing,Jet X20,PS2,Unknown,,0.09,0.23,0,0.11,0.03,6970
Racing,NASCAR: Dirt to Daytona,PS2,Unknown,,0.22,0.58,0,0.28,0.07,3470
Racing,NASCAR Thunder 2003,PS2,Unknown,,0.46,1.22,0,0.6,0.16,1651
Racing,Gadget Racers,PS2,Midas Interactive Entertainment,2000,0.03,0.08,0,0.04,0.01,11612
Racing,Driving Emotion Type-S,PS2,Electronic Arts,2000,0.03,0.18,0.11,0.04,0.01,8022
Racing,RC Revenge Pro,PS2,Acclaim Entertainment,2000,0.06,0.17,0,0.08,0.02,8410
Racing,F1 Championship Season 2000,PS2,Electronic Arts,2000,0.05,0.16,0.03,0.06,0.02,8490
Racing,MotoGP,PS2,Namco Bandai Games,2000,0.05,0.27,0.14,0.06,0.02,6359
Racing,Wild Wild Racing,PS2,Interplay,2000,0.08,0.21,0,0.1,0.03,7347
Racing,NASCAR 2001,PS2,Electronic Arts,2000,0.27,0.7,0,0.34,0.09,2929
Racing,Tokyo Xtreme Racer Zero,PS2,Crave Entertainment,2000,0.52,1.5,0.15,0.66,0.17,1255
Racing,Smuggler's Run,PS2,Take-Two Interactive,2000,0.6,1.56,0,0.77,0.2,1187
Racing,Stunt GP,PS2,Titus,2001,0.02,0.05,0,0.02,0.01,13213
Racing,Global Touring Challenge: Africa,PS2,Rage Software,2001,0.04,0.1,0,0.05,0.01,10772
Racing,LEGO Racers 2,PS2,Electronic Arts,2001,0.05,0.13,0,0.06,0.02,9553
Racing,F1 2001,PS2,Electronic Arts,2001,0.06,0.15,0,0.07,0.02,8851
Racing,MotoGP 2: Ultimate Racing Technology,PS2,Sony Computer Entertainment,2001,0.06,0.15,0,0.07,0.02,8976
Racing,Paris-Dakar Rally,PS2,Acclaim Entertainment,2001,0.06,0.15,0,0.08,0.02,8739
Racing,Vehicular Combat League presents Motor Mayhem,PS2,Atari,2001,0.06,0.16,0,0.08,0.02,8470
Racing,Driven,PS2,BAM! Entertainment,2001,0.06,0.15,0,0.08,0.02,8726
Racing,Star Wars: Super Bombad Racing,PS2,LucasArts,2001,0.06,0.16,0,0.08,0.02,8472
Racing,Le Mans 24 Hours,PS2,Infogrames,2001,0.07,0.2,0.02,0.09,0.02,7565
Racing,Rumble Racing,PS2,Electronic Arts,2001,0.08,0.21,0,0.1,0.03,7434
Racing,Jeremy McGrath Supercross World,PS2,Acclaim Entertainment,2001,0.09,0.23,0,0.11,0.03,7000
Racing,WRC: World Rally Championship,PS2,Sony Computer Entertainment,2001,0.09,0.25,0,0.12,0.03,6740
Racing,XGIII: Extreme G Racing,PS2,Acclaim Entertainment,2001,0.1,0.27,0,0.13,0.03,6373
Racing,Wave Rally,PS2,Eidos Interactive,2001,0.1,0.27,0,0.13,0.03,6325
Racing,Formula One 2001,PS2,Sony Computer Entertainment,2001,0.1,0.26,0,0.13,0.03,6604
Racing,4x4 Evolution,PS2,Gathering of Developers,2001,0.12,0.32,0,0.16,0.04,5681
Racing,Kinetica,PS2,Sony Computer Entertainment,2001,0.12,0.32,0,0.16,0.04,5599
Racing,MXRider,PS2,Atari,2001,0.13,0.34,0,0.16,0.04,5435
Racing,Arctic Thunder,PS2,Midway Games,2001,0.14,0.36,0,0.17,0.05,5257
Racing,18 Wheeler: American Pro Trucker,PS2,Acclaim Entertainment,2001,0.15,0.4,0,0.2,0.05,4832
Racing,Twisted Metal: Black,PS2,Sony Computer Entertainment,2001,0.17,1.41,0,1.19,0.05,1379
Racing,MX 2002 Featuring Ricky Carmichael,PS2,THQ,2001,0.21,0.56,0,0.27,0.07,3624
Racing,NASCAR Heat 2002,PS2,Infogrames,2001,0.23,0.6,0,0.29,0.08,3365
Racing,Rayman Arena,PS2,Ubisoft,2001,0.23,0.6,0,0.29,0.08,3356
Racing,SplashDown,PS2,Atari,2001,0.27,0.7,0,0.34,0.09,2917
Racing,Burnout,PS2,Acclaim Entertainment,2001,0.28,0.74,0,0.36,0.1,2768
Racing,Supercar Street Challenge,PS2,Activision,2001,0.43,1.12,0,0.55,0.14,1820
Racing,NASCAR Thunder 2002,PS2,Electronic Arts,2001,0.44,1.16,0,0.57,0.15,1751
Racing,Spy Hunter,PS2,Midway Games,2001,0.32,1.67,0,1.13,0.22,1096
Racing,Whiteout,PS2,Konami Digital Entertainment,2002,0.01,0.02,0,0.01,0,15268
Racing,Butt-Ugly Martians: Zoom or Doom!,PS2,Vivendi Games,2002,0.01,0.02,0,0.01,0,15301
Racing,Gadget Racers (PAL),PS2,Zoo Digital Publishing,2002,0,0.02,0.02,0,0,15669
Racing,Runabout 3: Neo Age,PS2,BAM! Entertainment,2002,0,0.03,0.03,0,0,14794
Racing,Antz Extreme Racing,PS2,Empire Interactive,2002,0.02,0.04,0,0.02,0.01,13768
Racing,V-Rally 3,PS2,Atari,2002,0.02,0.06,0,0.03,0.01,12806
Racing,Downforce,PS2,Avalon Interactive,2002,0.02,0.05,0,0.03,0.01,13044
Racing,Ferrari F355 Challenge,PS2,Sony Computer Entertainment,2002,0.02,0.05,0,0.03,0.01,13004
Racing,Grand Prix Challenge,PS2,Atari,2002,0.03,0.08,0,0.04,0.01,11391
Racing,Road Trip,PS2,Play It,2002,0.03,0.09,0,0.04,0.01,11002
Racing,Shox,PS2,Electronic Arts,2002,0.04,0.09,0,0.05,0.01,10819
Racing,Total Immersion Racing,PS2,Empire Interactive,2002,0.04,0.11,0,0.05,0.01,10385
Racing,F1 2002,PS2,Electronic Arts,2002,0.04,0.12,0.02,0.05,0.01,9992
Racing,Rally Fusion: Race of Champions,PS2,Activision,2002,0.05,0.13,0,0.06,0.02,9492
Racing,Drome Racers,PS2,Electronic Arts,2002,0.05,0.13,0,0.06,0.02,9613
Racing,Micro Machines,PS2,Atari,2002,0.05,0.14,0,0.07,0.02,9180
Racing,Looney Tunes: Space Race,PS2,Infogrames,2002,0.08,0.2,0,0.1,0.03,7694
Racing,Wreckless: ThE YaKuza MisSiOns,PS2,Activision,2002,0.08,0.22,0,0.11,0.03,7278
Racing,WipEout Fusion,PS2,Sony Computer Entertainment,2002,0.1,0.25,0,0.12,0.03,6672
Racing,Riding Spirits,PS2,BAM! Entertainment,2002,0.1,0.26,0,0.13,0.03,6515
Racing,Pro Race Driver,PS2,Codemasters,2002,0.1,0.27,0,0.13,0.03,6306
Racing,MX SuperFly featuring Ricky Carmichael,PS2,THQ,2002,0.11,0.28,0,0.14,0.04,6172
Racing,Star Wars Racer Revenge,PS2,LucasArts,2002,0.12,0.31,0,0.15,0.04,5794
Racing,Auto Modellista,PS2,Capcom,2002,0.15,0.39,0,0.19,0.05,4963
Racing,Sled Storm,PS2,Electronic Arts,2002,0.17,0.45,0,0.22,0.06,4400
Racing,World of Outlaws: Sprint Cars 2002,PS2,Ignition Entertainment,2002,0.18,0.48,0,0.23,0.06,4144
Racing,Hot Wheels Velocity X,PS2,THQ,2002,0.18,0.47,0,0.23,0.06,4178
Racing,HSX HyperSonic.Xtreme,PS2,Midas Interactive Entertainment,2002,0.2,0.51,0,0.25,0.07,3889
Racing,Monster Jam: Maximum Destruction,PS2,Ubisoft,2002,0.25,0.65,0,0.32,0.08,3108
Racing,Super Trucks Racing,PS2,Jester Interactive,2002,0.27,0.71,0,0.35,0.09,2869
Racing,Big Mutha Truckers,PS2,Empire Interactive,2002,0.32,0.84,0,0.41,0.11,2472
Racing,Burnout 2: Point of Impact,PS2,Acclaim Entertainment,2002,0.32,0.85,0,0.42,0.11,2449
Racing,Seek and Destroy,PS2,Play It,2002,0.4,1.06,0,0.52,0.14,1963
Racing,Freekstyle,PS2,Electronic Arts,2002,0.41,1.06,0,0.52,0.14,1942
Racing,IHRA Drag Racing 2,PS2,Bethesda Softworks,2002,0.5,1.31,0,0.64,0.17,1502
Racing,Test Drive,PS2,Atari,2002,0.21,1.34,0.01,0.95,0.18,1457
Racing,Stuntman,PS2,Atari,2002,0.59,1.55,0,0.76,0.2,1198
Racing,Colin McRae Rally 3,PS2,Codemasters,2002,1.05,1.4,0.02,0.03,0.3,1389
Racing,Choro Q,PS2,Zoo Digital Publishing,2003,0.01,0.02,0,0.01,0,15954
Racing,Initial D: Special Stage,PS2,Sega,2003,0,0.27,0.27,0,0,6397
Racing,XGRA: Extreme G Racing Association,PS2,Acclaim Entertainment,2003,0.02,0.06,0,0.03,0.01,12292
Racing,The King of Route 66,PS2,Sega,2003,0.02,0.06,0,0.03,0.01,12346
Racing,Freestyle Metal X,PS2,Midway Games,2003,0.03,0.09,0,0.04,0.01,11091
Racing,Speed Kings,PS2,Acclaim Entertainment,2003,0.04,0.09,0,0.05,0.01,10852
Racing,F1 Career Challenge,PS2,Electronic Arts,2003,0.04,0.1,0,0.05,0.01,10442
Racing,Freaky Flyers,PS2,Midway Games,2003,0.04,0.1,0,0.05,0.01,10555
Racing,Smash Cars,PS2,Metro 3D,2003,0.04,0.11,0,0.06,0.01,10011
Racing,IndyCar Series,PS2,Codemasters,2003,0.05,0.12,0,0.06,0.02,9848
Racing,Whiplash,PS2,Eidos Interactive,2003,0.05,0.13,0,0.06,0.02,9515
Racing,MotoGP 3 - Official Game of MotoGP,PS2,Namco Bandai Games,2003,0.05,0.12,0,0.06,0.02,9731
Racing,Tokyo Xtreme Racer DRIFT,PS2,Genki,2003,0.07,0.18,0,0.09,0.02,8094
Racing,The Italian Job,PS2,Eidos Interactive,2003,0.09,0.23,0,0.11,0.03,7083
Racing,R: Racing Evolution,PS2,Namco Bandai Games,2003,0.11,0.28,0,0.14,0.04,6131
Racing,Monster 4x4: Masters of Metal,PS2,Ubisoft,2003,0.11,0.28,0,0.14,0.04,6109
Racing,WWE Crush Hour,PS2,THQ,2003,0.13,0.35,0,0.17,0.04,5295
Racing,Hot Wheels World Race,PS2,THQ,2003,0.16,0.42,0,0.21,0.05,4605
Racing,Downhill Domination,PS2,Codemasters,2003,0.18,0.47,0,0.23,0.06,4211
Racing,Spy Hunter 2,PS2,Midway Games,2003,0.19,0.49,0,0.24,0.06,4066
Racing,SplashDown: Rides Gone Wild,PS2,THQ,2003,0.19,0.5,0,0.24,0.06,4003
Racing,Tokyo Xtreme Racer 3,PS2,Genki,2003,0.27,0.91,0.21,0.35,0.09,2282
Racing,ATV Quad Power Racing 2,PS2,Acclaim Entertainment,2003,0.32,0.84,0,0.41,0.11,2466
Racing,Starsky & Hutch,PS2,Empire Interactive,2003,0.35,0.92,0,0.45,0.12,2270
Racing,Ford Racing 2,PS2,Empire Interactive,2003,0.38,1,0,0.49,0.13,2057
Racing,NASCAR Thunder 2004,PS2,Electronic Arts,2003,0.41,1.08,0,0.53,0.14,1895
Racing,Gran Turismo 4 Prologue,PS2,Sony Computer Entertainment,2003,0.47,1.41,0.77,0,0.17,1378
Racing,Colin McRae Rally 04,PS2,Codemasters,2003,0.71,0.94,0.01,0.01,0.21,2198
Racing,TOCA Race Driver 2: Ultimate Racing Simulator,PS2,Codemasters,2004,0.02,0.06,0,0.03,0.01,12748
Racing,Powerdrome,PS2,Evolved Games,2004,0.02,0.05,0,0.03,0.01,12980
Racing,Motocross Mania 3,PS2,Take-Two Interactive,2004,0.04,0.1,0,0.05,0.01,10449
Racing,Destruction Derby Arenas,PS2,Sony Computer Entertainment,2004,0.05,0.13,0,0.06,0.02,9432
Racing,IHRA Professional Drag Racing 2005,PS2,Bethesda Softworks,2004,0.07,0.19,0,0.09,0.02,7811
Racing,Saturday Night Speedway,PS2,Play It,2004,0.08,0.2,0,0.1,0.03,7552
Racing,Crash 'N' Burn,PS2,Eidos Interactive,2004,0.08,0.21,0,0.11,0.03,7325
Racing,The Dukes of Hazzard: Return of the General Lee,PS2,Ubisoft,2004,0.08,0.21,0,0.11,0.03,7321
Racing,Test Drive: Eve of Destruction,PS2,Atari,2004,0.09,0.23,0,0.11,0.03,6994
Racing,MTX Mototrax,PS2,Activision,2004,0.1,0.26,0,0.13,0.03,6595
Racing,Ford Racing 3,PS2,Take-Two Interactive,2004,0.1,0.26,0,0.13,0.03,6483
Racing,FlatOut,PS2,Empire Interactive,2004,0.15,0.38,0,0.19,0.05,5022
Racing,American Chopper,PS2,Zoo Digital Publishing,2004,0.01,0.42,0,0.35,0.06,4609
Racing,SRS: Street Racing Syndicate,PS2,Namco Bandai Games,2004,0.21,0.54,0,0.26,0.07,3715
Racing,Hot Wheels: Stunt Track Challenge,PS2,THQ,2004,0.23,0.59,0,0.29,0.08,3385
Racing,XGRA: Extreme G-Racing Association,PS2,Eidos Interactive,2004,0.24,0.62,0,0.3,0.08,3272
Racing,ATV Offroad Fury 3,PS2,SouthPeak Games,2004,0.04,1.2,0,1,0.16,1670
Racing,Driv3r,PS2,Atari,2004,0.47,1.23,0,0.6,0.16,1617
Racing,Corvette,PS2,TDK Mediactive,2004,0.51,1.33,0,0.65,0.17,1481
Racing,NASCAR 2005: Chase for the Cup,PS2,Electronic Arts,2004,0.54,1.41,0,0.69,0.18,1380
Racing,Alfa Romeo Racing Italiano,PS2,Black Bean Games,2005,0.01,0.01,0,0.01,0,16062
Racing,D1 Professional Drift Grand Prix Series,PS2,Yuke's,2005,0.01,0.03,0,0.01,0,14715
Racing,MotoGP 4 - Official Game of MotoGP,PS2,Sony Computer Entertainment,2005,0.02,0.06,0,0.03,0.01,12822
Racing,Sprint Cars: Road to Knoxville,PS2,THQ,2005,0.03,0.07,0,0.03,0.01,12043
Racing,Midnight Club 3: DUB Edition (America weekly sales),PS2,Take-Two Interactive,2005,0.05,1.29,0,1.22,0.01,1539
Racing,DT Racer,PS2,XS Games,2005,0.05,0.13,0,0.06,0.02,9603
Racing,Enthusia Professional Racing,PS2,Konami Digital Entertainment,2005,0.06,0.15,0,0.07,0.02,8778
Racing,187: Ride or Die,PS2,Ubisoft,2005,0.06,0.15,0,0.07,0.02,8896
Racing,MX World Tour Featuring Jamie Little,PS2,Play It,2005,0.07,0.17,0,0.08,0.02,8289
Racing,American Chopper 2: Full Throttle,PS2,Zoo Digital Publishing,2005,0.07,0.18,0,0.09,0.02,8134
Racing,Big Mutha Truckers 2,PS2,Xplosiv,2005,0.07,0.2,0,0.1,0.03,7727
Racing,Ford vs. Chevy,PS2,Global Star,2005,0.09,0.22,0,0.11,0.03,7174
Racing,NHRA Championship Drag Racing,PS2,ValuSoft,2005,0.09,0.24,0,0.12,0.03,6858
Racing,Ford Mustang: The Legend Lives,PS2,Take-Two Interactive,2005,0.11,0.29,0,0.14,0.04,6020
Racing,Suzuki TT Superbikes,PS2,Jester Interactive,2005,0.01,0.4,0,0.33,0.05,4878
Racing,L.A. Rush,PS2,Midway Games,2005,0.18,0.47,0,0.23,0.06,4187
Racing,Jak X: Combat Racing,PS2,Sony Computer Entertainment,2005,0.02,0.55,0,0.45,0.07,3682
Racing,Juiced,PS2,THQ,2005,0.2,0.53,0,0.26,0.07,3811
Racing,Crash Tag Team Racing,PS2,Vivendi Games,2005,0.21,0.54,0,0.27,0.07,3703
Racing,NASCAR 06: Total Team Control,PS2,Electronic Arts,2005,0.02,0.63,0,0.53,0.09,3197
Racing,Burnout Revenge,PS2,Electronic Arts,2005,0.03,0.9,0,0.75,0.12,2301
Racing,MX vs. ATV Unleashed,PS2,THQ,2005,0.03,1.03,0,0.86,0.14,2015
Racing,Micro Machines V4,PS2,Codemasters,2006,0,0.01,0,0.01,0,16492
Racing,Spy Hunter: Nowhere To Run,PS2,Midway Games,2006,0.01,0.02,0,0.01,0,14962
